Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Total effort hours,Performance Index
7,78,No,4,1,8,64
1,49,Yes,5,9,10,25
6,91,Yes,5,0,6,82
7,48,Yes,4,8,15,41
6,85,No,5,1,7,71
4,94,Yes,4,3,7,79
1,85,Yes,7,8,9,59
9,50,No,5,8,17,45
4,99,Yes,6,0,4,84
7,72,Yes,5,1,8,62
7,75,No,4,1,8,65
2,65,No,6,1,3,43
1,66,No,8,7,8,39
8,77,No,6,7,15,70
8,61,No,6,9,17,54
7,65,No,5,7,14,55
8,61,Yes,9,3,11,55
3,44,Yes,6,7,10,25
2,74,No,6,6,8,52
7,41,No,4,7,14,31
8,74,Yes,5,0,8,68
1,48,No,4,2,3,19
9,90,No,5,9,18,87
4,90,Yes,8,5,9,71
4,88,Yes,9,0,4,74
3,57,No,6,3,6,35
6,82,No,5,8,14,69
1,51,Yes,6,6,7,24
6,42,No,6,0,6,29
2,57,Yes,7,5,7,34
9,95,Yes,4,5,14,93
2,77,No,9,1,3,52
7,46,Yes,5,5,12,37
1,72,Yes,8,9,10,49
7,45,Yes,9,1,8,38
5,57,No,7,7,12,44
8,84,No,4,6,14,75
4,61,No,8,5,9,44
7,90,Yes,8,9,16,84
6,78,Yes,6,5,11,65
5,90,No,4,8,13,75
4,48,Yes,7,8,12,29
7,74,Yes,5,9,16,67
5,62,No,5,9,14,50
5,51,Yes,7,1,6,38
1,91,Yes,6,2,3,66
2,63,Yes,6,9,11,42
5,89,Yes,8,6,11,76
3,79,Yes,4,9,12,64
2,48,Yes,8,8,10,26
4,52,No,5,5,9,31
4,79,No,7,0,4,63
4,93,Yes,4,6,10,77
4,81,No,7,0,4,61
3,56,No,4,4,7,33
7,46,No,9,8,15,39
9,56,Yes,5,9,18,52
5,94,No,5,9,14,82
4,89,Yes,9,8,12,73
2,63,No,4,0,2,37
2,41,No,6,5,7,16
5,74,Yes,4,2,7,59
7,67,No,5,8,15,59
9,58,Yes,7,2,11,56
7,72,No,8,1,8,59
5,60,No,7,7,12,46
6,92,No,5,2,8,80
3,49,No,7,4,7,30
5,92,Yes,6,5,10,78
8,85,Yes,6,9,17,81
1,84,No,4,9,10,57
1,48,Yes,7,0,1,24
7,77,No,7,6,13,66
5,45,Yes,5,6,11,31
5,90,Yes,4,4,9,73
1,92,Yes,4,8,9,66
9,81,No,7,1,10,78
1,94,Yes,8,4,5,66
5,74,Yes,7,1,6,57
9,57,No,7,1,10,50
4,92,No,7,8,12,77
8,58,No,6,6,14,54
6,44,Yes,9,3,9,30
3,64,Yes,4,7,10,43
4,50,Yes,9,3,7,34
2,49,Yes,6,0,2,26
1,56,Yes,8,9,10,36
8,75,Yes,5,2,10,69
1,65,No,8,9,10,39
1,70,Yes,4,0,1,44
4,71,Yes,5,1,5,56
6,60,Yes,9,1,7,47
9,57,No,8,6,15,56
1,99,Yes,4,3,4,73
7,57,No,8,9,16,48
5,40,Yes,5,8,13,24
8,53,No,5,1,9,49
7,47,No,8,8,15,41
4,41,No,6,5,9,24
4,90,Yes,8,9,13,72
6,54,No,9,7,13,45
6,99,Yes,8,6,12,92
9,73,No,8,7,16,68
5,75,Yes,6,8,13,62
8,40,No,7,7,15,36
5,90,No,5,5,10,77
2,60,Yes,9,7,9,40
6,81,No,4,7,13,69
9,40,Yes,5,1,10,38
3,71,No,5,1,4,50
1,59,No,7,0,1,33
1,93,Yes,5,9,10,69
3,86,Yes,5,1,4,63
5,75,Yes,6,6,11,59
3,78,No,6,2,5,54
9,69,Yes,6,3,12,65
8,46,Yes,6,3,11,41
3,61,No,6,3,6,41
9,96,Yes,9,1,10,94
6,89,Yes,4,5,11,80
7,84,No,7,0,7,74
4,49,No,8,4,8,33
4,95,No,9,1,5,78
2,47,No,6,8,10,21
5,66,No,7,1,6,49
8,49,Yes,8,5,13,43
7,53,No,5,3,10,40
7,85,No,9,5,12,77
6,98,No,5,1,7,84
3,91,Yes,7,1,4,74
5,93,Yes,4,6,11,78
1,50,Yes,4,2,3,21
7,45,Yes,7,2,9,34
9,60,No,4,6,15,54
1,72,No,4,7,8,47
2,58,No,5,6,8,36
3,78,Yes,4,2,5,53
3,63,No,4,2,5,45
8,57,Yes,7,6,14,52
7,74,Yes,4,2,9,66
6,91,Yes,9,1,7,79
4,82,No,6,6,10,63
9,76,No,6,2,11,72
1,58,No,7,4,5,33
2,92,No,6,6,8,70
4,63,Yes,5,1,5,47
3,95,No,9,7,10,73
1,73,Yes,9,1,2,50
5,61,Yes,7,3,8,48
7,43,Yes,4,3,10,33
2,96,Yes,6,7,9,72
5,49,Yes,5,0,5,31
6,41,Yes,7,8,14,32
7,47,Yes,7,5,12,34
1,72,No,4,3,4,41
7,98,No,8,5,12,91
4,77,Yes,6,5,9,61
8,82,No,5,8,16,75
4,98,No,7,3,7,80
6,67,No,6,7,13,57
9,49,No,5,0,9,46
5,84,Yes,9,5,10,71
4,40,No,9,4,8,21
8,73,Yes,5,2,10,69
9,42,Yes,9,3,12,37
4,48,No,7,7,11,32
3,44,No,6,9,12,26
8,81,Yes,5,1,9,74
5,49,Yes,7,7,12,34
2,51,No,6,6,8,24
9,57,No,6,0,9,53
3,97,Yes,7,1,4,74
2,60,No,6,6,8,37
1,60,Yes,8,2,3,31
8,40,Yes,5,1,9,29
3,42,Yes,5,0,3,21
7,44,Yes,6,6,13,37
1,64,No,7,2,3,37
1,97,Yes,4,5,6,73
9,88,Yes,9,9,18,87
8,47,No,6,7,15,45
3,56,No,4,5,8,32
6,48,Yes,6,6,12,35
3,71,No,4,5,8,52
4,45,No,6,6,10,27
1,88,Yes,7,4,5,65
5,79,No,9,8,13,64
1,60,No,4,2,3,30
1,46,No,8,5,6,22
7,46,No,7,8,15,35
6,86,No,9,0,6,72
2,78,Yes,6,4,6,55
2,93,No,4,3,5,71
7,66,Yes,9,8,15,60
1,47,Yes,5,0,1,19
2,48,No,7,3,5,25
8,67,No,4,0,8,55
6,54,No,7,2,8,41
2,41,No,4,3,5,17
7,46,No,5,0,7,36
4,86,No,8,4,8,71
2,57,No,5,5,7,35
6,61,No,6,0,6,48
9,89,No,7,9,18,82
9,49,No,8,9,18,48
8,93,No,7,3,11,86
3,89,No,9,3,6,69
3,72,Yes,4,0,3,50
2,46,No,6,1,3,22
5,42,Yes,6,9,14,25
4,53,Yes,7,4,8,33
7,83,No,6,1,8,71
4,85,Yes,7,2,6,70
9,75,No,4,8,17,71
2,52,No,4,4,6,28
6,55,Yes,7,0,6,44
7,55,No,5,4,11,46
4,93,Yes,5,2,6,76
6,44,Yes,4,0,6,29
7,91,No,8,2,9,84
4,64,Yes,5,5,9,47
8,77,Yes,7,9,17,70
9,77,No,4,4,13,73
1,89,Yes,6,0,1,63
7,77,No,6,1,8,68
9,78,No,5,4,13,74
5,95,No,8,8,13,82
2,95,No,9,4,6,77
6,87,Yes,5,4,10,77
7,80,No,8,0,7,71
2,65,Yes,5,4,6,39
2,98,Yes,6,7,9,77
1,52,No,8,8,9,25
4,83,No,6,9,13,63
7,90,No,7,2,9,80
9,65,Yes,7,3,12,62
3,94,No,4,6,9,75
7,94,Yes,6,6,13,88
7,40,No,6,0,7,31
7,47,No,4,5,12,36
2,43,Yes,7,8,10,21
6,60,Yes,7,4,10,50
2,61,No,8,7,9,40
6,90,No,8,9,15,81
3,92,No,9,8,11,75
2,97,Yes,7,9,11,76
6,76,No,9,9,15,66
2,88,No,5,2,4,59
5,42,Yes,6,0,5,26
2,58,No,8,1,3,33
3,40,Yes,5,4,7,19
3,68,Yes,8,9,12,49
6,62,No,4,6,12,50
6,72,No,6,5,11,56
3,94,Yes,9,3,6,74
3,91,Yes,9,8,11,72
1,80,No,8,3,4,53
7,62,Yes,7,2,9,60
8,44,Yes,9,4,12,35
2,46,No,4,3,5,22
4,96,Yes,4,1,5,80
7,97,Yes,7,2,9,88
8,45,Yes,4,6,14,39
1,88,Yes,6,1,2,63
4,61,Yes,8,0,4,44
6,88,Yes,4,1,7,72
3,52,No,6,7,10,33
5,51,No,7,7,12,39
9,43,No,8,9,18,45
3,47,No,7,1,4,23
5,76,Yes,8,5,10,63
8,70,No,4,6,14,63
6,76,Yes,4,0,6,63
4,84,No,8,6,10,64
8,65,Yes,6,7,15,62
3,82,No,6,8,11,64
3,47,Yes,6,7,10,28
4,79,No,5,2,6,60
9,72,No,9,7,16,70
5,84,No,9,2,7,70
8,68,No,9,5,13,60
6,44,No,6,3,9,33
3,67,Yes,4,6,9,46
8,92,No,5,7,15,88
9,79,Yes,6,9,18,78
8,56,No,4,5,13,47
4,94,No,5,9,13,75
6,62,No,4,3,9,51
1,84,Yes,8,7,8,61
4,48,No,4,6,10,29
8,41,No,5,9,17,36
1,71,Yes,6,7,8,44
3,90,Yes,9,9,12,75
1,91,Yes,5,6,7,63
9,88,Yes,6,2,11,85
2,70,No,6,2,4,46
9,46,Yes,7,8,17,44
4,69,Yes,8,6,10,55
2,97,No,7,0,2,76
4,42,Yes,9,2,6,25
6,90,Yes,5,0,6,74
7,90,Yes,7,5,12,79
3,95,No,9,1,4,75
3,48,Yes,6,6,9,28
8,49,Yes,5,7,15,44
5,85,Yes,7,5,10,72
4,89,No,4,4,8,72
7,97,No,9,9,16,94
7,86,Yes,9,3,10,79
9,65,No,8,8,17,64
9,40,Yes,4,7,16,35
5,69,No,5,4,9,54
8,96,No,7,0,8,90
1,77,Yes,6,7,8,52
9,54,Yes,7,7,16,50
8,64,Yes,5,6,14,58
6,45,No,5,6,12,33
3,57,Yes,5,7,10,38
3,40,No,5,0,3,17
8,95,No,9,2,10,90
5,42,Yes,7,3,8,32
7,56,No,4,5,12,46
5,87,No,6,9,14,76
8,47,Yes,6,9,17,45
4,99,No,8,8,12,81
2,88,No,9,3,5,66
3,79,Yes,5,5,8,59
8,56,Yes,5,8,16,54
7,64,Yes,5,8,15,59
2,80,No,9,5,7,55
6,51,No,4,4,10,36
9,68,No,5,2,11,66
4,64,Yes,8,4,8,47
9,90,No,8,2,11,89
2,75,No,4,4,6,50
2,92,No,9,9,11,69
9,93,Yes,5,9,18,94
7,64,Yes,7,0,7,54
7,68,Yes,7,5,12,60
1,50,No,6,6,7,22
6,99,No,4,1,7,84
7,43,Yes,7,2,9,34
6,53,Yes,6,9,15,40
6,85,No,8,8,14,78
2,77,Yes,6,7,9,56
6,56,No,5,3,9,45
4,41,Yes,5,7,11,23
9,47,Yes,8,7,16,45
1,75,Yes,4,5,6,50
8,49,No,9,0,8,37
5,46,Yes,5,1,6,29
1,75,No,5,3,4,44
4,55,Yes,6,3,7,38
1,53,Yes,6,1,2,24
6,55,No,6,8,14,43
2,64,No,7,1,3,39
5,80,Yes,8,5,10,70
7,43,No,4,4,11,37
2,68,Yes,6,3,5,47
6,95,No,4,5,11,85
6,45,No,6,3,9,32
5,40,Yes,5,8,13,24
5,78,Yes,4,9,14,60
3,40,No,7,6,9,20
2,90,No,6,2,4,66
7,79,Yes,9,9,16,74
1,96,No,8,3,4,70
6,42,No,5,0,6,25
6,40,No,6,5,11,25
3,40,No,4,1,4,20
2,78,Yes,6,3,5,59
2,60,Yes,5,4,6,33
9,84,No,8,7,16,81
5,69,No,8,2,7,51
7,71,Yes,8,5,12,64
5,72,No,9,0,5,58
7,87,No,5,8,15,78
4,61,No,9,0,4,43
8,69,No,9,1,9,64
7,93,No,6,0,7,85
5,85,Yes,5,7,12,73
6,43,No,5,3,9,32
5,62,No,6,1,6,46
7,94,No,7,6,13,85
2,83,Yes,9,7,9,64
5,64,No,8,8,13,50
3,51,No,4,4,7,29
9,56,Yes,9,2,11,53
6,92,Yes,4,0,6,83
3,54,Yes,6,7,10,36
7,49,Yes,4,5,12,37
4,74,No,7,4,8,57
3,94,No,5,6,9,75
8,91,No,8,4,12,84
4,91,Yes,4,3,7,74
1,68,No,4,4,5,40
6,51,Yes,6,6,12,37
1,40,Yes,6,5,6,11
5,40,No,5,9,14,28
7,49,Yes,8,9,16,40
6,57,Yes,4,8,14,47
2,86,No,5,9,11,65
4,41,No,8,1,5,22
2,88,Yes,5,6,8,66
1,47,No,4,0,1,19
3,61,No,6,7,10,43
3,61,Yes,6,3,6,41
7,65,Yes,6,7,14,56
1,65,No,7,7,8,42
9,48,No,5,3,12,45
6,60,Yes,4,3,9,46
4,70,No,5,4,8,51
3,91,Yes,6,6,9,74
3,82,Yes,9,5,8,67
2,45,No,9,0,2,21
2,95,No,5,5,7,73
5,53,No,8,2,7,39
9,72,No,9,8,17,69
2,46,No,9,2,4,24
2,63,Yes,5,8,10,36
6,48,No,7,4,10,38
2,50,Yes,7,9,11,29
4,95,No,6,7,11,72
6,62,Yes,4,8,14,48
5,87,No,8,8,13,71
1,90,No,4,6,7,61
6,41,Yes,4,9,15,29
1,54,No,8,0,1,31
3,74,No,7,7,10,56
5,75,Yes,9,6,11,62
5,91,Yes,6,3,8,78
6,93,Yes,5,5,11,83
8,67,No,7,9,17,65
5,78,Yes,6,1,6,65
1,83,Yes,9,3,4,59
5,43,No,7,7,12,26
3,49,No,8,3,6,32
4,45,No,4,9,13,27
8,96,No,8,3,11,89
7,69,No,9,3,10,57
5,93,No,5,9,14,77
2,85,Yes,8,8,10,65
6,74,Yes,9,1,7,63
6,88,No,4,6,12,78
6,82,Yes,7,2,8,74
9,49,Yes,6,3,12,41
8,97,Yes,9,0,8,90
8,92,Yes,9,2,10,88
1,71,No,5,1,2,47
5,81,No,7,9,14,66
7,81,Yes,9,6,13,75
6,42,No,9,5,11,29
5,95,Yes,6,0,5,80
8,65,Yes,4,7,15,59
3,54,No,8,8,11,34
6,56,Yes,7,0,6,47
5,66,No,6,4,9,53
8,57,No,6,6,14,50
4,90,No,8,1,5,72
8,58,No,7,5,13,54
2,51,No,7,7,9,28
9,63,No,4,7,16,59
9,44,No,7,9,18,40
6,63,No,9,9,15,55
4,66,No,8,7,11,49
4,87,Yes,7,5,9,70
6,69,No,4,5,11,57
5,54,Yes,6,2,7,39
6,86,No,9,1,7,75
7,98,Yes,7,4,11,87
7,77,No,8,8,15,70
9,83,No,7,3,12,76
8,73,No,5,4,12,68
6,66,Yes,4,5,11,53
6,59,Yes,6,5,11,48
5,80,No,5,3,8,63
1,71,Yes,8,3,4,47
9,43,No,7,7,16,38
9,44,Yes,4,4,13,43
9,92,Yes,9,4,13,90
8,97,Yes,7,8,16,95
3,47,No,7,3,6,24
1,61,Yes,7,6,7,35
8,81,Yes,9,4,12,75
7,46,No,7,8,15,37
5,61,No,4,7,12,46
7,85,Yes,9,7,14,80
4,69,Yes,9,9,13,55
9,76,No,5,9,18,71
2,55,No,8,2,4,32
9,54,No,9,8,17,51
9,44,No,5,7,16,43
5,42,No,4,2,7,23
1,62,Yes,8,9,10,37
7,49,No,9,0,7,40
4,44,No,6,4,8,24
9,62,Yes,5,3,12,60
6,54,No,4,7,13,44
3,57,No,4,5,8,34
6,64,No,4,9,15,51
6,47,Yes,8,4,10,39
5,70,No,7,8,13,57
2,60,No,6,5,7,36
2,41,No,8,2,4,16
7,61,No,8,5,12,52
2,47,Yes,9,3,5,25
6,62,Yes,5,4,10,51
5,71,No,6,5,10,56
4,47,No,4,8,12,27
7,43,No,8,2,9,33
8,69,No,6,0,8,60
4,58,No,5,1,5,39
1,62,No,7,7,8,41
1,57,No,6,3,4,35
1,92,Yes,4,6,7,67
1,68,No,8,1,2,39
5,62,Yes,7,9,14,51
4,72,Yes,5,7,11,56
9,91,No,4,9,18,93
3,86,Yes,7,8,11,68
7,57,Yes,9,6,13,49
8,93,Yes,9,9,17,88
6,83,No,5,0,6,72
1,72,Yes,4,1,2,44
8,46,Yes,8,8,16,41
3,90,No,5,9,12,69
8,67,No,7,6,14,66
4,40,Yes,4,2,6,20
8,95,No,9,4,12,92
1,78,No,9,0,1,53
3,73,Yes,6,9,12,50
6,78,Yes,4,2,8,70
9,58,Yes,7,3,12,51
2,70,No,7,3,5,45
1,52,Yes,6,6,7,25
3,96,Yes,7,4,7,75
4,63,No,4,8,12,45
5,44,No,9,6,11,29
3,62,No,5,1,4,43
2,58,No,9,7,9,38
2,40,Yes,9,1,3,16
7,72,Yes,4,6,13,61
9,98,Yes,7,4,13,95
2,89,No,6,9,11,65
7,95,Yes,6,5,12,85
7,72,No,8,3,10,66
7,71,No,6,4,11,61
3,98,No,6,4,7,79
7,67,Yes,7,6,13,59
1,76,No,5,3,4,52
1,80,Yes,5,4,5,56
5,51,Yes,7,3,8,37
2,48,Yes,6,3,5,29
9,89,No,4,7,16,84
7,94,Yes,9,4,11,87
4,50,Yes,9,8,12,36
4,72,No,5,4,8,56
2,58,Yes,7,7,9,34
5,93,No,4,2,7,77
4,96,Yes,6,6,10,80
1,81,No,7,0,1,59
8,73,No,5,4,12,68
3,46,No,4,1,4,26
6,70,No,4,7,13,57
4,91,No,5,5,9,72
9,41,Yes,4,4,13,36
7,58,Yes,9,2,9,51
9,77,Yes,5,0,9,76
3,71,Yes,9,9,12,51
1,49,No,7,9,10,28
5,80,No,8,9,14,69
3,47,Yes,6,9,12,30
6,65,No,7,7,13,56
8,69,Yes,9,4,12,64
4,50,No,6,8,12,33
5,80,No,6,6,11,67
5,59,Yes,9,0,5,45
4,99,Yes,9,0,4,84
4,59,No,5,6,10,40
4,48,Yes,8,6,10,33
4,47,Yes,9,8,12,31
4,99,Yes,6,1,5,81
5,54,Yes,6,6,11,38
2,73,No,7,1,3,48
2,63,No,8,9,11,39
9,72,No,8,9,18,71
2,80,No,6,1,3,55
6,80,Yes,8,4,10,70
2,84,Yes,7,8,10,65
5,79,Yes,5,8,13,65
4,66,No,6,9,13,49
7,60,No,4,0,7,49
7,44,No,6,6,13,35
6,74,No,6,9,15,62
5,60,Yes,5,9,14,48
1,43,Yes,9,2,3,18
3,88,Yes,9,9,12,70
9,87,No,4,9,18,83
1,55,No,4,0,1,29
5,96,No,4,1,6,79
2,70,No,9,5,7,49
4,65,No,5,9,13,49
1,91,No,8,1,2,63
3,74,Yes,4,1,4,50
7,45,No,8,3,10,36
3,72,No,7,2,5,53
4,60,No,5,7,11,39
2,55,Yes,8,7,9,32
3,86,Yes,9,5,8,69
9,78,No,9,3,12,74
3,73,Yes,4,6,9,55
5,81,Yes,4,8,13,72
2,96,Yes,8,1,3,72
4,99,No,9,5,9,86
7,54,Yes,8,6,13,47
7,45,Yes,7,0,7,34
3,41,Yes,5,5,8,24
5,63,No,9,7,12,51
1,95,Yes,6,6,7,73
1,88,No,9,1,2,68
5,67,Yes,7,1,6,52
9,40,No,9,3,12,38
1,40,No,7,4,5,11
1,67,No,9,4,5,41
4,75,No,7,1,5,57
4,59,No,4,6,10,41
2,87,Yes,8,7,9,62
9,47,Yes,9,1,10,48
9,40,Yes,5,3,12,37
2,65,No,4,2,4,41
9,90,No,7,3,12,91
6,82,No,5,4,10,73
8,88,Yes,4,5,13,82
4,64,No,6,1,5,44
2,49,No,9,9,11,29
2,51,No,9,5,7,32
9,80,No,7,8,17,78
1,46,Yes,4,7,8,21
7,51,No,4,0,7,43
3,86,No,7,8,11,69
3,79,No,6,9,12,56
2,56,No,9,1,3,31
6,44,Yes,8,0,6,36
2,53,No,6,5,7,30
4,73,Yes,7,0,4,56
9,87,Yes,8,5,14,87
9,56,No,4,1,10,54
6,74,No,6,6,12,61
4,94,Yes,6,6,10,77
7,40,No,9,3,10,30
1,98,No,9,1,2,69
4,89,Yes,8,6,10,74
5,89,Yes,4,0,5,72
8,75,Yes,6,1,9,71
2,54,Yes,8,1,3,30
5,99,Yes,6,0,5,82
6,58,Yes,9,8,14,51
5,90,No,4,5,10,76
9,81,No,4,2,11,76
1,44,No,5,5,6,17
3,58,No,8,6,9,40
2,82,No,9,2,4,63
3,78,No,9,3,6,60
9,44,No,9,9,18,44
9,91,No,7,0,9,87
2,51,No,6,5,7,27
3,58,Yes,4,5,8,30
4,86,Yes,6,8,12,68
9,51,No,6,1,10,44
3,75,No,7,4,7,53
7,51,Yes,4,4,11,40
3,57,Yes,5,6,9,36
7,88,Yes,9,4,11,79
7,90,No,8,9,16,86
9,87,Yes,6,3,12,85
2,82,Yes,7,9,11,61
6,73,Yes,7,1,7,63
9,87,No,8,7,16,82
2,72,Yes,8,4,6,47
2,88,No,4,3,5,66
5,57,Yes,6,8,13,48
8,96,Yes,6,1,9,90
9,68,No,8,2,11,70
2,84,Yes,9,7,9,64
5,44,Yes,5,3,8,27
7,64,Yes,6,8,15,58
6,63,No,7,9,15,48
6,68,No,9,9,15,57
7,98,No,8,9,16,90
3,77,Yes,6,9,12,56
3,72,No,4,8,11,50
9,49,Yes,8,9,18,48
8,76,Yes,7,8,16,74
5,99,Yes,4,0,5,86
6,72,Yes,8,5,11,59
1,62,Yes,8,9,10,43
1,97,Yes,6,5,6,75
4,50,Yes,4,7,11,32
2,63,Yes,8,6,8,44
7,63,No,9,6,13,54
2,46,No,7,1,3,24
2,89,Yes,4,3,5,61
5,60,No,9,0,5,45
4,59,No,6,6,10,44
8,92,No,5,3,11,84
4,49,Yes,8,8,12,32
6,64,No,5,5,11,50
5,86,Yes,8,5,10,73
2,75,No,9,8,10,52
8,87,No,6,7,15,85
2,86,No,6,5,7,61
9,54,Yes,6,5,14,52
9,83,Yes,6,5,14,82
3,79,Yes,4,3,6,57
4,79,Yes,4,4,8,58
8,89,Yes,8,2,10,83
9,45,Yes,4,8,17,41
3,76,Yes,8,1,4,58
5,41,Yes,4,6,11,25
8,51,Yes,4,0,8,43
3,97,No,4,9,12,74
7,43,No,7,6,13,34
8,62,Yes,6,1,9,58
3,52,No,7,4,7,34
2,56,No,4,0,2,30
7,70,Yes,4,4,11,62
9,55,Yes,7,3,12,52
1,80,No,9,0,1,56
3,65,Yes,8,0,3,45
5,67,No,6,6,11,51
3,40,Yes,8,2,5,18
1,86,No,9,9,10,64
7,51,Yes,6,8,15,38
7,76,No,5,8,15,69
8,94,No,6,9,17,89
5,95,No,8,8,13,81
5,89,No,6,0,5,76
5,59,Yes,5,3,8,38
1,41,No,5,0,1,14
5,75,Yes,4,0,5,62
6,54,No,5,8,14,39
1,77,Yes,7,4,5,51
7,61,No,8,0,7,53
1,83,Yes,7,2,3,54
2,89,No,9,6,8,68
2,71,No,7,1,3,53
5,98,Yes,8,3,8,86
7,59,No,9,1,8,51
1,75,No,7,8,9,48
1,72,No,7,8,9,50
1,54,No,9,6,7,24
6,89,Yes,7,6,12,79
2,85,No,5,1,3,63
1,42,Yes,8,9,10,13
6,68,Yes,8,7,13,54
2,86,Yes,8,0,2,61
6,66,Yes,7,7,13,58
8,44,No,5,4,12,35
2,98,No,8,3,5,78
9,95,Yes,6,9,18,95
8,70,No,8,1,9,61
1,61,No,4,2,3,32
7,74,Yes,6,9,16,66
6,93,Yes,8,1,7,83
6,46,Yes,7,3,9,35
6,45,No,8,2,8,33
6,65,Yes,5,4,10,55
7,93,Yes,5,6,13,87
3,40,No,8,8,11,18
6,58,No,7,4,10,45
3,46,No,7,7,10,26
7,75,No,7,1,8,66
7,51,No,8,5,12,44
8,59,No,8,7,15,55
2,62,No,4,8,10,40
9,64,No,5,3,12,61
5,69,Yes,6,3,8,54
9,98,No,6,6,15,95
5,68,Yes,5,3,8,56
7,70,No,9,4,11,61
9,57,No,4,1,10,53
4,80,Yes,5,1,5,60
2,58,No,4,9,11,35
9,93,Yes,9,4,13,93
2,43,No,4,9,11,20
3,40,Yes,7,9,12,24
2,80,Yes,5,1,3,54
3,98,No,6,5,8,78
6,54,Yes,8,5,11,45
3,93,Yes,9,7,10,77
8,47,No,9,0,8,40
6,54,No,8,6,12,44
7,54,Yes,5,6,13,45
1,89,No,8,8,9,66
3,78,Yes,4,3,6,57
3,61,Yes,8,6,9,42
2,57,Yes,4,5,7,34
7,55,No,4,3,10,43
9,41,No,6,9,18,37
4,75,Yes,8,7,11,57
5,59,Yes,6,2,7,44
3,55,Yes,8,7,10,35
9,42,No,4,4,13,36
4,95,Yes,8,3,7,82
5,69,No,9,2,7,55
1,94,Yes,9,9,10,74
2,41,Yes,6,6,8,19
9,74,Yes,7,6,15,72
2,65,Yes,9,5,7,42
5,96,No,6,2,7,81
8,44,No,7,8,16,38
3,41,No,5,1,4,21
6,90,No,6,2,8,82
4,95,No,9,0,4,80
7,59,Yes,9,6,13,51
3,73,No,8,1,4,53
6,73,No,7,9,15,62
9,93,No,9,7,16,91
1,95,No,8,8,9,71
3,94,Yes,7,1,4,74
2,59,Yes,6,5,7,40
8,89,Yes,6,0,8,83
7,64,No,8,7,14,58
2,59,Yes,6,4,6,38
6,64,Yes,8,8,14,56
3,92,No,4,2,5,73
8,53,No,7,1,9,46
3,99,No,8,6,9,82
9,86,Yes,7,6,15,88
1,83,No,4,9,10,56
5,82,Yes,7,4,9,68
3,82,Yes,8,6,9,63
6,78,Yes,6,5,11,71
2,51,Yes,7,8,10,27
9,87,Yes,7,2,11,85
6,44,No,9,3,9,34
7,41,Yes,9,8,15,33
5,93,Yes,4,9,14,77
9,55,Yes,5,7,16,50
1,94,Yes,6,9,10,69
5,69,Yes,8,5,10,55
6,86,No,4,2,8,76
7,82,Yes,8,8,15,74
4,77,Yes,8,8,12,61
1,84,Yes,7,5,6,60
8,90,Yes,4,1,9,84
4,81,No,4,6,10,56
3,63,Yes,9,8,11,43
7,90,Yes,6,8,15,82
2,69,Yes,5,2,4,43
8,76,Yes,8,1,9,73
6,96,No,6,4,10,81
7,98,No,9,9,16,94
5,92,No,6,6,11,74
9,78,Yes,8,2,11,76
5,50,No,7,3,8,38
5,53,No,7,9,14,38
3,62,No,8,1,4,42
1,92,No,9,9,10,71
2,55,No,9,1,3,34
8,89,Yes,4,6,14,84
1,60,No,5,1,2,32
7,94,No,7,0,7,85
5,94,No,5,3,8,76
3,43,Yes,6,5,8,21
7,72,Yes,6,9,16,65
9,93,No,8,9,18,92
2,86,Yes,8,3,5,69
8,53,Yes,8,0,8,49
9,58,No,9,0,9,54
3,98,Yes,7,8,11,81
2,44,No,5,0,2,15
7,75,No,6,6,13,66
5,70,No,5,6,11,56
5,84,Yes,7,0,5,71
5,57,No,5,0,5,40
4,83,No,5,5,9,66
5,70,Yes,9,7,12,57
4,94,No,8,6,10,79
6,69,Yes,9,5,11,57
4,60,Yes,9,9,13,43
2,86,No,5,2,4,65
9,69,Yes,5,6,15,66
2,94,No,9,5,7,74
9,80,Yes,5,7,16,76
6,43,Yes,9,3,9,30
9,44,Yes,4,8,17,39
9,80,Yes,9,0,9,79
3,84,No,6,6,9,60
1,49,No,6,8,9,24
1,66,Yes,5,9,10,42
3,55,No,9,0,3,33
5,69,No,9,9,14,57
3,52,No,8,2,5,32
9,75,No,8,6,15,71
9,60,No,8,8,17,58
3,84,No,9,0,3,64
3,92,No,9,5,8,72
5,79,Yes,6,1,6,64
2,84,No,7,4,6,61
6,54,Yes,5,6,12,43
7,59,Yes,6,6,13,54
9,59,Yes,8,9,18,56
6,84,No,6,6,12,75
3,94,No,6,3,6,72
5,98,Yes,6,5,10,84
4,44,Yes,8,9,13,30
5,93,No,7,5,10,80
8,93,No,4,6,14,82
8,99,No,5,8,16,96
6,71,Yes,5,5,11,60
1,45,Yes,6,9,10,19
8,69,No,7,0,8,62
8,65,No,8,7,15,61
2,76,Yes,4,1,3,53
4,52,No,4,2,6,34
2,68,No,6,4,6,43
4,44,Yes,6,5,9,27
7,64,Yes,8,6,13,55
9,52,Yes,8,3,12,51
8,63,Yes,9,2,10,58
9,70,No,8,8,17,69
8,59,Yes,6,3,11,52
2,94,No,7,8,10,72
7,47,No,6,8,15,38
2,99,No,6,2,4,73
2,48,Yes,4,2,4,26
4,60,Yes,8,7,11,46
1,90,No,5,0,1,60
5,59,No,8,5,10,43
6,54,Yes,9,5,11,43
9,65,No,7,8,17,65
